content,summary
荨麻疹会危及生命吗？,\n急性荨麻疹严重时可出现喉头水肿、支气管痉挛、过敏性休克等重症，而且起病急，病情发展迅速，如抢救不及时则有生命危险，故荨麻疹患者一旦出现咽喉部梗塞感、胸闷、气促、头晕、乏力等症状需立即前往附近医院就诊，以免延误抢救时机。
荨麻疹会传染吗？,\n不会。
荨麻疹会遗传吗？,\n荨麻疹不是遗传性疾病，但是有些特殊类型的荨麻疹与遗传相关，比如遗传性家族性荨麻疹综合征、家族性冷荨麻疹等。
荨麻疹都是过敏引起的吗？,\n部分荨麻疹是由过敏引起的，但还有些特殊类型的荨麻疹，如人工荨麻疹（皮肤划痕征）、压力性荨麻疹、寒冷性荨麻疹等与「过敏」无关。
荨麻疹病人有哪些东西不能吃？,\n荨麻疹可能的病因很多，不全是吃东西引起的。如果明确与饮食相关，或者某些食物会加重皮疹，那么需要避免吃相关的食物。\n一些可能会诱发荨麻疹的食物有鸡蛋、牛奶、变质的水产品、野生菌菇、芒果等等。
荨麻疹使用糖皮质激素治疗有哪些副作用？,\n一般荨麻疹患者使用糖皮质激素治疗时间较短，短期使用副作用较少。但因个体差异存在，有极少数患者可能出现体重增加、血糖升高、血压升高、消化道溃疡、消化道出血、低钾低钙血症、骨质疏松、股骨头坏死、增加致病微生物感染机会、精神障碍等副作用。
尖锐湿疣是什么疾病？,\n1.简介：\n尖锐湿疣是指由人乳头瘤病毒（HPV）引起的一种导致肛门、外生殖器部位的皮肤和黏膜出现赘生物（疣）的疾病，主要依靠性接触传播，属于性病的一种。\n尖锐湿疣比较难根治，但不应放弃治疗，经过规范的药物和物理治疗，还是有望彻底治愈的。\n2.症状：\n尖锐湿疣民间俗称「菜花」，它的典型症状就是肛门或生殖器上长出菜花状一样的赘生物。看上去就像一个肉做的小小的西兰花。\n起初，它只是小而柔软的淡红色小丘疹，后来逐渐增大，变多，表面凹凸不平，比较粗糙。根据角化程度的不同，皮疹颜色可以从粉红至深红色、灰白色、乃至棕黑色。\n3.病因：\n尖锐湿疣是人乳头瘤病毒（HPV）引起的，HPV是 DNA 病毒，没有囊膜，有高度的宿主选择性和组织特异性（虽然在人和动物中广泛分布，但只有人类会被感染），能引起人体皮肤和黏膜的鳞状上皮增殖形成皮表赘生物。\n目前科学家们已经分离出超过160 多种 HPV 亚型。其中 HPV 16、18、31、33 等为高危型 HPV 病毒，和一些较重的癌前病变及侵袭性癌有关。而 HPV 6、11、42、43 等为低危型 HPV 病毒，与尖锐湿疣及较轻癌前病变相关。\n4.诊断：\n尖锐湿疣的治疗有外用药、内服药、物理治疗几个部分。 外用药物：\n鬼臼毒素酊：具有细胞毒性，可使疣体坏死，但有致畸作用，孕妇不能使用，育龄期女性使用时注意避孕。\n咪喹莫特乳膏：使局部免疫反应增强，对于柔软非角化的疣，效果好，复发率低。但对于自身免疫性皮肤病患者使用咪喹莫特应慎重。\n三氯醋酸或二氯醋酸液：使疣体坏死、脱落，对皮肤的刺激比较大，使用时需要保护正常皮肤。\n内服药物： 可以口服干扰素进行治疗。 物理治疗： 通过激光、冷冻、电灼、微波等，去除疣体、促进皮肤、黏膜修复。如果疣体比较大，也可以进行手术切除。\n5.治疗：\n尖锐湿疣的治疗有外用药、内服药、物理治疗几个部分。 外用药物：\n鬼臼毒素酊：具有细胞毒性，可使疣体坏死，但有致畸作用，孕妇不能使用，育龄期女性使用时注意避孕。\n咪喹莫特乳膏：使局部免疫反应增强，对于柔软非角化的疣，效果好，复发率低。但对于自身免疫性皮肤病患者使用咪喹莫特应慎重。\n三氯醋酸或二氯醋酸液：使疣体坏死、脱落，对皮肤的刺激比较大，使用时需要保护正常皮肤。\n内服药物： 可以口服干扰素进行治疗。 物理治疗： 通过激光、冷冻、电灼、微波等，去除疣体、促进皮肤、黏膜修复。如果疣体比较大，也可以进行手术切除。\n6.生活：\n由于病毒通常局限于皮疹处，如果皮疹只长在阴茎、阴道、肛管等安全套可以隔开的部位，使用安全套可以在一定程度上预防疾病的传播，但是在性生活前要检查安全套是否在有效期、有无破损，性生活过程中需注意避免过于剧烈、粗暴，以免安全套破裂。\n为了以防万一，建议发病期间尽量不进行性生活，应积极进行治疗，可待治愈后再进行性生活。\n除了积极治疗、正确使用安全套之外，病人的内裤、毛巾也不能丢进洗衣机和家人的衣物一起洗了，必须单独消毒。也不应该共用浴缸。如果有口腔尖锐湿疣，也不应该共用牙刷、杯子和餐具，并且要定期消毒这些物品。\n7.预防：\n接种 4 价、9 价疫苗都可以预防一部分尖锐湿疣发生.。\n尖锐湿疣主要是由于感染 HPV 引起的，所以，预防 HPV 感染的疫苗理论上可以起到预防尖锐湿疣的作用。但是，该疫苗只有在患上尖锐湿疣之前接种才能预防感染。\n目前，全世界预防 HPV 感染的疫苗有三种：2 价、4 价和 9 价。\n其中，2 价疫苗主要预防 16、18 型 HPV 感染，4 价疫苗主要预防 6、11、16、18 型 HPV，9 价疫苗主要预防 6、11、16、18、31、33、45、52、58 型 HPV。\n前面已经介绍过，尖锐湿疣主要是由于感染 HPV 6、11、42、43 型引起的。所以，接种 4 价、9 价疫苗都可以预防一部分尖锐湿疣发生。\n8.就诊：\n推荐科室\n性病科\n中国医学科学院北京协和医院\n北京市东城区王府井帅府园1号（100730）；北京市西城区大木仓胡同41号（100032）\n三级甲等\n复旦大学附属妇产科医院\n黄浦院区地址：上海市方斜路419号；杨浦院区地址：上海市沈阳路128号\n三级甲等\n华中科技大学同济医学院附属同济医院\n主院区地址：湖北省武汉市解放大道1095号 光谷院区地址：武汉市东湖新技术开发区高新大道501号 中法新城院区地址：武汉市蔡甸区新天大道288号\n三级甲等\n浙江大学医学院附属妇产科医院\n浙江省杭州市学士路1号\n三级甲等\n
尖锐湿疣会痒吗？,\n一般不会引起瘙痒，或只有轻微的瘙痒。\n许多人常把会阴处瘙痒，或是会阴处的丘疹、斑丘疹误认为是「尖锐湿疣」。其实，伴随明显瘙痒的会阴皮肤病最常见的是会阴湿疹和股癣。\n因此当你自己分辨不清时，应当及时就医，在医生指导下用药，不要轻易自行用药，不要自己吓自己。
尖锐湿疣会影响性能力吗？,\n不会。尖锐湿疣对性激素水平没有影响。\n由于人乳头瘤病毒（HPV）对细胞的高选择性，通常只呆在表皮细胞里不挪窝。即使长在阴囊，也只是局限于表面，对内部的生精功能也没有影响，也不会造成早泄。\n实际上，会造成早泄的局部感染通常是细菌感染。
尖锐湿疣会影响排尿吗？,\n如果尖锐湿疣位于尿道，这个赘生物常常会引起尿分岔。这很好理解，就像瀑布中间有块石头，水流就会被分成两道。\n如果放任不管，疣体逐渐增大，最后也可能几近堵塞尿道造成排尿困难。\n值得注意的是，反复发作的尿道内尖锐湿疣可能形成疤痕，疤痕挛缩又造成尿道狭窄，以至于只能行尿道扩张术，所以尽早积极治疗非常重要。
尖锐湿疣会变成癌吗？,\n不一定。\n人乳头瘤病毒（HPV）有许多个分型，并不是每种类型的 HPV 都与癌症有密切关系。举例而言，HPV 6、11 型致癌性小，HPV 31、33 中等致癌性，HPV 16、18 型高度致癌性。高危型 HPV 所致尖锐湿疣有发展成肿瘤的可能性，而几乎所有的宫颈癌都与 HPV 感染有关系，因此医生总会告知女性患者做宫颈细胞学筛查。\n另外，分娩时患有生殖器疣的女性，所产婴儿患有呼吸道复发性乳头状瘤的风险为0.25%，即大约每 400 个由患生殖器疣女性分娩的婴儿中，就会有一个在青少年时期患有该病，可能是感染 HPV 6 或 HPV 11 所致。
尖锐湿疣是怎么传染的？,\n尖锐湿疣主要的传播方式为性接触传播。尖锐湿疣患者病损区皮肤排出人乳头瘤病毒，性接触时相互摩擦，使皮肤黏膜产生微裂隙让病毒进入皮肤而染病。\n此外，尖锐湿疣还可以通过一些其他的途径传播，比如：\n母婴传播，即生殖道感染 HPV的母亲通过胎盘、阴道分娩等途径传播给新生儿。\n口、手接触已发生感染的生殖器也可传染 HPV。\n一些共用的物品，如浴盆，毛巾等也可能造成传播。共用物品传播的关键在于被传染者皮肤黏膜有没有破口，如果没有，间接被传染的几率非常小。
尖锐湿疣会传染给孩子吗？,\n可能会。\n母亲患有 HPV 感染时，在分娩过程中，胎儿经过感染有 HPV 的产道可感染上 HPV。另外，无论是爸爸还是妈妈，与孩子共同生活可能会共用一些物品，这也可能成为传染途径，虽然几率很低。
共用泳池会传染尖锐湿疣吗？,\n共用泳池基本不会传染上尖锐湿疣。\n尖锐湿疣主要依靠性接触传播。在性接触的过程中，性行为摩擦造成黏膜表面产生微小破口，病毒可以经由这些微小破口发生传染。\n
足癣是什么？,\n1.简介：\n足癣也叫做「脚癣」，俗称「脚气」，是指脚部皮肤受到真菌感染而引发的一种常见皮肤疾病 。\n足癣容易出现烂脚丫的现象，可表现为脚趾缝出现水疱、发白、破皮，尤其第 3～4 趾缝和 4～5 趾缝，多伴随瘙痒和刺痛。另外，脚底、脚跟、脚侧面还可能出现皮肤增厚、脱屑，皲裂后出血。\n一般的足癣用外用药治疗即可，顽固的足癣可以口服抗真菌药，但一定要在皮肤科医生的指导下用药。足癣容易复发，治疗期间以及治愈后要注意保持足部清洁、干燥。\n2.症状：\n不同类型的足癣表现也不相同，具体如下：\n水疱型：多见于脚趾缝、脚趾中部，脚跟少见。一开始有零散或成群的针尖大小水疱，内有清亮液体，可感觉到明显瘙痒或刺痛。等到水疱干燥吸收后会发生脱屑。\n间擦糜烂型：多出现在在脚趾缝，尤其是第 3～4 趾缝和 4～5 趾缝。趾缝糜烂，浸渍发白，去除表面发白的部分，可露出红色的糜烂面，有时还会有渗液流出。通常伴有明显的瘙痒，继发细菌感染后还会伴有臭味。\n鳞屑角化型：多见于脚底、脚跟和脚面。表现为大片皮肤粗糙、增厚、干燥脱屑等，一般无明显瘙痒。皲裂后容易出血、伴有疼痛 。\n3.病因：\n足癣的发生主要由真菌、自身与环境等因素共同导致。\n真菌：皮肤癣菌感染引起，其中以毛癣菌为主，最常见的是红色毛癣菌和须癣毛癣菌。\n自身因素与环境：人的足底和趾间没有皮脂腺，因而缺乏抑制真菌的脂肪酸，生理防御机能较差，而这些部位的皮肤汗腺却很丰富，出汗比较多，加之相应部位空气流通性差、局部环境潮湿温暖，有利于真菌的生长。\n4.诊断：\n足癣确诊比较简单，通常医生根据典型症状表现和真菌学检查结果即可确诊。其中，真菌学检查包含真菌镜检和培养。\n真菌镜检：医生会在皮损处刮取部分皮屑，经过一定处理后，放于显微镜下进行观察，若能发现致病真菌，即可判断为阳性。\n真菌培养：足癣可能和其他真菌引起感染症状类似，若真菌镜检难以区分，可采用真菌培养协助鉴定病原菌，将在皮损处刮取的皮屑放入培养基培养，若培养出真菌，则结果为阳性，再进行菌种鉴定，以明确致病菌。\n5.治疗：\n主要有外用药治疗和口服药治疗。不同的患者需根据实际情况选择不同的治疗方案。\n大多时候，轻微脚气（如皮肤破损小、瘙痒症状轻）可局部外用药物涂抹，效果好、费用低，常用药物有：\n咪唑类抗真菌药：如咪康唑乳膏、酮康唑乳膏、克霉唑乳膏等。\n丙烯胺类抗真菌药：如盐酸特比奈芬乳膏、喷雾剂，盐酸布替萘芬喷雾剂等。\n此外，还有阿莫罗芬、环吡酮胺等药物。\n需要注意的是，应根据具体情况来选择，例如：\n水疱型建议选用无刺激的溶液或乳膏；\n间擦糜烂型建议先用粉剂，等到表面干燥后，再用乳膏；\n鳞屑角化型可以用乳膏或软膏。\n涂抹的时候除了皮损处，还应扩大范围，皮损周边都应均匀涂抹上，待药物渗透后再穿鞋袜。有些药物可以每天只用 1 次，睡前涂抹会更方便一些，具体可以根据医生建议或参考说明书使用。而且症状消失后，还要连续用药 1～2 周才能彻底杀灭真菌。\n若足癣面积比较大，情况比较严重或者外用药物控制效果不好，可以考虑口服药物。常用的口服药物有特比萘芬、伊曲康唑等，可能出现副作用，如头痛、腹泻、发热等，需要在医生指导下服用。如果有必要，医生还会建议口服一种药物，同时联合外涂一种药。\n6.生活：\n足癣容易传染和复发，生活上可以注意以下几点：\n穿透气性好的鞋、袜，保持足部皮肤干燥和清洁，勤换袜子。\n洗脚盆、擦脚毛巾、浴巾和指甲剪应与他人分开使用，以免传染。\n天热的季节可以优先考虑穿露趾的鞋子，不宜穿不透气的鞋子，以免造成脚汗过多加重脚气。\n趾缝紧密的人可以用干净纱布、棉球夹在趾头之间，以利于吸水和通气。\n7.预防：\n由于足癣的发生和潮湿、传染等因素有关，所以预防也应该从这两方面进行，这和生活中的注意事项大同小异。\n注意个人卫生，洗脚后及时擦干脚趾缝，穿透气性好的鞋袜，当鞋袜潮湿之后应及时更换、晾干。鞋子可放在太阳下暴晒，或是使用短波紫外线消毒（可以购买鞋子专用的紫外线消毒机）。\n避免去卫生条件差的公共场所洗澡、泡脚、修脚等，减少被感染的风险。\n在衣帽间和浴室等公共区域尽量自备拖鞋，不与他人共用鞋、袜、指甲刀、浴盆、毛巾等生活用品，减少间接传染。\n当身体其他部位出现真菌感染时，应该及时治疗，防止蔓延到手、股等部位。\n避免熬夜，积极进行适当的体育锻炼，提高免疫力。\n8.就诊：\n推荐科室\n皮肤科\n复旦大学附属华山医院\n上海市乌鲁木齐中路12号、华山路433号、吴中东路518号、浦东新区红枫路525号、闵行区金光路958号、江苏路796号、宝山区陆翔路108号、同望路55号\n三级甲等\n中国医学科学院皮肤病医院\n江苏省南京市蒋王庙街12号\n三级甲等\n空军军医大学西京医院\n陕西省西安市新城区长乐西路127号\n三级甲等\n中南大学湘雅医院\n长沙市湘雅路87号\n三级甲等
